Target (x, y, z) -> Joint Angles (theta1, theta2, theta3, theta4, theta5)
[-0.64, -1.06, 0.5] -> [-121.12, -87.30, 49.38, -49.38, 0.00]
[-0.02, -1.7, 1.07] -> [-90.67, -50.72, 73.85, -73.85, 0.00]
[-1.9, 1.44, 0.85] -> [142.84, -22.80, 141.60, -141.60, 0.00]
[-1.42, -1.31, 1.56] -> [-137.31, -24.74, 98.18, -98.18, 0.00]
[0.77, -0.42, 0.75] -> [-28.61, -94.02, 23.78, -23.78, 0.00]
[1.25, 0.09, 1.54] -> [4.12, -41.08, 51.23, -51.23, 0.00]
[0.28, -1.04, 0.25] -> [-74.93, -100.88, 47.94, -47.94, 0.00]
[0.18, 1.91, 1.02] -> [84.62, -44.23, 90.35, -90.35, 0.00]
[0.98, 0.37, -0.14] -> [20.68, -105.81, 63.21, -63.21, 0.00]
[1.7, 0.62, 0.84] -> [20.04, -53.88, 82.34, -82.34, 0.00]
[-0.5, 0.17, -0.15] -> [161.22, -132.83, 45.01, -45.01, 0.00]
[-0.37, 0.7, -0.74] -> [117.86, -110.64, 89.79, -89.79, 0.00]
[-0.76, 0.65, -0.98] -> [139.46, -93.99, 118.43, -118.43, 0.00]
[0.37, -1.32, 0.4] -> [-74.34, -83.76, 59.76, -59.76, 0.00]
[0.25, 0.63, -0.38] -> [68.36, -122.59, 62.49, -62.49, 0.00]
[-0.94, 1.17, 0.16] -> [128.78, -81.65, 75.17, -75.17, 0.00]
[-0.72, 1.28, -0.63] -> [119.36, -80.09, 115.78, -115.78, 0.00]
[0.04, -1.9, 0.82] -> [-88.79, -50.62, 89.57, -89.57, 0.00]
[0.55, -0.17, 0.09] -> [-17.18, -130.92, 33.52, -33.52, 0.00]
[0.42, -1.97, 0.86] -> [-77.96, -44.55, 98.85, -98.85, 0.00]
[-1.18, 0.96, 0.39] -> [140.87, -77.14, 69.43, -69.43, 0.00]
[1.95, 0.14, 0.36] -> [4.11, -57.00, 102.26, -102.26, 0.00]
[-0.25, 0.19, 0.25] -> [142.77, -148.28, 18.01, -18.01, 0.00]
[0.17, 0.16, -1.11] -> [43.26, -119.45, 108.47, -108.47, 0.00]
[-1.0, 1.98, 1.7] -> [116.80, -6.56, 131.85, -131.85, 0.00]
[-1.11, 0.48, 0.79] -> [156.61, -78.52, 42.66, -42.66, 0.00]
[-1.61, -0.08, 0.77] -> [-177.16, -63.78, 68.69, -68.69, 0.00]
[-1.63, 1.75, 0.4] -> [132.97, -24.72, 158.73, -158.73, 0.00]
[0.61, 0.36, -1.39] -> [30.55, -78.37, 170.24, -170.24, 0.00]
[-0.42, -1.49, 0.03] -> [-105.74, -80.51, 83.12, -83.12, 0.00]
[-0.74, -1.88, 0.6] -> [-111.49, -49.96, 102.49, -102.49, 0.00]
[1.56, 1.45, 0.92] -> [42.91, -37.50, 109.30, -109.30, 0.00]
[1.3, 0.0, -0.44] -> [0.00, -91.87, 92.11, -92.11, 0.00]
[-0.77, 0.15, 0.48] -> [168.98, -110.80, 25.49, -25.49, 0.00]
[1.37, 0.31, 1.2] -> [12.75, -54.55, 54.70, -54.70, 0.00]
[-0.23, 0.61, -1.11] -> [110.66, -104.16, 117.34, -117.34, 0.00]
[-0.65, -0.03, -1.28] -> [-177.36, -94.76, 138.62, -138.62, 0.00]
[-0.17, -0.66, 1.24] -> [-104.44, -64.21, 12.78, -12.78, 0.00]
[-1.78, 0.69, 1.91] -> [158.81, -10.67, 107.69, -107.69, 0.00]
[0.84, -0.08, -1.14] -> [-5.44, -94.30, 128.36, -128.36, 0.00]
[0.74, 0.8, -0.32] -> [47.23, -103.17, 74.58, -74.58, 0.00]
[-0.96, -0.97, 1.87] -> [-134.70, -23.48, 68.00, -68.00, 0.00]
[-0.72, 1.01, 0.13] -> [125.48, -94.55, 61.00, -61.00, 0.00]
[1.07, -1.45, -0.03] -> [-53.58, -67.77, 103.96, -103.96, 0.00]
[-1.66, -0.6, 0.41] -> [-160.13, -65.60, 85.77, -85.77, 0.00]
[-0.7, -0.28, -0.46] -> [-158.20, -117.83, 69.72, -69.72, 0.00]
[-1.04, -0.48, -0.82] -> [-155.22, -92.20, 111.22, -111.22, 0.00]
[-1.79, -1.04, 1.47] -> [-149.84, -22.97, 108.47, -108.47, 0.00]
[1.94, -1.07, 1.91] -> [-28.88, 3.69, 142.73, -142.73, 0.00]
[-0.3, -1.38, 1.6] -> [-102.26, -35.84, 62.29, -62.29, 0.00]
[0.94, -1.07, 1.39] -> [-48.70, -45.45, 58.46, -58.46, 0.00]
[-0.71, 0.0, -0.38] -> [180.00, -121.04, 63.47, -63.47, 0.00]
[0.29, 0.08, -0.45] -> [15.42, -138.91, 58.74, -58.74, 0.00]
[0.78, 1.34, 0.19] -> [59.80, -78.93, 77.31, -77.31, 0.00]
[0.18, 0.42, -0.59] -> [66.80, -128.71, 70.50, -70.50, 0.00]
[1.11, -1.62, -0.1] -> [-55.58, -58.16, 122.20, -122.20, 0.00]
[0.34, 1.17, 0.53] -> [73.80, -87.33, 47.53, -47.53, 0.00]
[-1.43, 1.85, 0.33] -> [127.70, -30.93, 150.11, -150.11, 0.00]
[-0.24, -0.5, -0.9] -> [-115.64, -116.03, 95.40, -95.40, 0.00]
[-1.37, 0.58, 0.75] -> [157.05, -69.25, 60.57, -60.57, 0.00]
[0.52, -0.81, 1.43] -> [-57.30, -49.84, 32.18, -32.18, 0.00]
[1.46, -1.01, 0.73] -> [-34.67, -58.27, 80.76, -80.76, 0.00]
[-0.63, 0.19, -0.41] -> [163.22, -123.11, 63.74, -63.74, 0.00]
[-0.19, 0.32, 0.15] -> [120.70, -144.00, 24.71, -24.71, 0.00]
[-1.95, 0.65, 1.72] -> [161.57, -13.66, 114.06, -114.06, 0.00]
[1.12, 0.08, -0.37] -> [4.09, -101.19, 78.94, -78.94, 0.00]
[-0.3, -1.0, 1.08] -> [-106.70, -69.74, 31.75, -31.75, 0.00]
[1.98, 0.01, 1.52] -> [0.29, -24.61, 101.35, -101.35, 0.00]
[1.29, -1.34, 0.21] -> [-46.09, -63.51, 99.00, -99.00, 0.00]
[-0.06, -1.02, -0.85] -> [-93.37, -97.31, 107.55, -107.55, 0.00]
[-0.77, -0.68, 1.18] -> [-138.55, -64.31, 31.50, -31.50, 0.00]
[-0.64, -1.58, 1.07] -> [-112.05, -50.56, 74.18, -74.18, 0.00]
[-1.5, -0.13, -0.7] -> [-175.05, -76.16, 124.61, -124.61, 0.00]
[-1.22, -0.97, 1.27] -> [-141.51, -47.43, 65.49, -65.49, 0.00]
[0.39, 1.1, -0.33] -> [70.48, -99.33, 78.80, -78.80, 0.00]
[-0.49, 1.81, -0.08] -> [105.15, -63.64, 112.60, -112.60, 0.00]
[0.78, -0.62, 1.1] -> [-38.48, -69.75, 29.04, -29.04, 0.00]
[1.67, -0.1, 0.29] -> [-3.43, -71.79, 82.40, -82.40, 0.00]
[-0.53, -1.16, 1.05] -> [-114.56, -64.91, 45.68, -45.68, 0.00]
[1.76, 1.44, 0.09] -> [39.29, -34.73, 154.15, -154.15, 0.00]
[-0.28, 0.42, 1.96] -> [123.69, -10.74, 33.99, -33.99, 0.00]
[-1.68, -0.53, -0.31] -> [-162.49, -68.68, 115.92, -115.92, 0.00]
[0.16, -1.39, -0.27] -> [-83.43, -88.22, 88.02, -88.02, 0.00]
[1.73, 1.48, 1.91] -> [40.55, 9.18, 154.80, -154.80, 0.00]
[-1.4, 0.22, -1.01] -> [171.07, -66.38, 156.86, -156.86, 0.00]
[-0.6, 0.4, 1.71] -> [146.31, -30.61, 29.66, -29.66, 0.00]
[1.25, -0.36, 0.35] -> [-16.07, -88.06, 56.99, -56.99, 0.00]
[0.25, -1.2, 0.54] -> [-78.23, -86.70, 47.73, -47.73, 0.00]
[0.2, 0.36, -0.32] -> [60.95, -136.48, 52.38, -52.38, 0.00]
[-1.1, -1.72, 1.96] -> [-122.60, -3.41, 122.82, -122.82, 0.00]
[-0.59, 1.41, -0.83] -> [112.71, -69.71, 140.84, -140.84, 0.00]
[-1.44, 0.92, 0.13] -> [147.43, -71.85, 90.27, -90.27, 0.00]
[1.47, -1.82, 1.73] -> [-51.07, 4.59, 154.52, -154.52, 0.00]
[-0.08, 1.31, -0.63] -> [93.49, -88.38, 105.57, -105.57, 0.00]
[1.86, -1.5, 0.37] -> [-38.88, -24.52, 160.51, -160.51, 0.00]
[0.64, 0.49, 0.97] -> [37.44, -83.31, 17.64, -17.64, 0.00]
[-0.65, 1.67, 0.51] -> [111.27, -62.53, 85.52, -85.52, 0.00]
[1.72, -1.29, 1.45] -> [-36.87, -20.15, 116.05, -116.05, 0.00]
[0.84, -0.43, -1.03] -> [-27.11, -94.69, 120.76, -120.76, 0.00]
[1.94, -1.13, 1.2] -> [-30.22, -23.63, 122.56, -122.56, 0.00]
[1.09, 1.63, 0.4] -> [56.23, -56.18, 101.67, -101.67, 0.00]
[-0.79, 0.93, -0.14] -> [130.35, -97.25, 71.60, -71.60, 0.00]
[1.22, 0.29, 1.68] -> [13.37, -33.93, 55.19, -55.19, 0.00]
[1.52, -0.29, -0.27] -> [-10.80, -80.71, 97.34, -97.34, 0.00]
[1.39, 1.71, 1.29] -> [50.89, -23.04, 118.93, -118.93, 0.00]
[-1.75, 1.18, 1.85] -> [146.01, -5.48, 125.17, -125.17, 0.00]
[-0.6, -0.21, -1.04] -> [-160.71, -107.77, 109.84, -109.84, 0.00]
[0.0, -0.12, -1.01] -> [-90.00, -127.40, 98.36, -98.36, 0.00]
[-0.7, -0.6, -0.42] -> [-139.40, -110.38, 73.24, -73.24, 0.00]
[1.68, -0.5, 0.5] -> [-16.57, -64.52, 82.81, -82.81, 0.00]
[-1.06, 0.82, -0.72] -> [142.28, -84.91, 114.33, -114.33, 0.00]
[-0.29, 1.77, 1.54] -> [99.30, -29.89, 86.72, -86.72, 0.00]
[0.4, 1.6, -0.34] -> [75.96, -74.75, 108.68, -108.68, 0.00]
[-1.79, -0.88, 0.69] -> [-153.82, -49.43, 98.80, -98.80, 0.00]
[0.36, 1.66, 0.28] -> [77.76, -70.72, 84.51, -84.51, 0.00]
[-1.66, 0.45, 1.41] -> [164.83, -37.24, 78.70, -78.70, 0.00]
[1.07, 0.87, -0.38] -> [39.11, -88.51, 93.02, -93.02, 0.00]
[-0.65, 0.02, 1.23] -> [178.24, -65.08, 10.89, -10.89, 0.00]
[1.7, 1.12, 0.9] -> [33.38, -42.54, 100.55, -100.55, 0.00]
[-0.4, -1.31, 0.21] -> [-106.98, -87.25, 65.45, -65.45, 0.00]
[1.01, 0.5, 0.47] -> [26.34, -93.30, 43.76, -43.76, 0.00]
[0.26, 0.45, -0.1] -> [59.98, -133.72, 41.99, -41.99, 0.00]
[-0.54, 1.58, -0.26] -> [108.87, -74.30, 105.48, -105.48, 0.00]
[0.63, 0.22, 0.26] -> [19.25, -123.58, 28.74, -28.74, 0.00]
[0.38, -1.25, 0.7] -> [-73.09, -78.08, 49.70, -49.70, 0.00]
[0.66, 1.26, -0.7] -> [62.35, -80.96, 118.25, -118.25, 0.00]
[-1.12, -0.76, -0.13] -> [-145.84, -90.69, 78.34, -78.34, 0.00]
[-0.66, -0.23, 1.57] -> [-160.79, -39.21, 23.18, -23.18, 0.00]
[-0.68, 0.09, -0.77] -> [172.46, -114.46, 88.71, -88.71, 0.00]
[-0.59, -0.52, 0.69] -> [-138.61, -101.57, 19.89, -19.89, 0.00]
[-0.15, 0.34, -0.15] -> [113.81, -141.34, 41.50, -41.50, 0.00]
[-0.08, 1.05, 0.41] -> [94.36, -98.56, 41.41, -41.41, 0.00]
[-1.95, -1.09, 0.76] -> [-150.80, -35.27, 121.71, -121.71, 0.00]
[2.0, 0.78, 0.1] -> [21.31, -46.70, 132.09, -132.09, 0.00]
[-0.4, 0.55, 1.32] -> [126.03, -57.57, 14.45, -14.45, 0.00]
[-1.58, 0.42, 1.51] -> [165.11, -35.35, 74.64, -74.64, 0.00]
[-0.96, -1.3, 0.33] -> [-126.44, -73.86, 77.32, -77.32, 0.00]
[-0.76, 1.5, -0.6] -> [116.87, -67.99, 131.17, -131.17, 0.00]
[0.84, -0.59, -0.02] -> [-35.08, -106.55, 56.53, -56.53, 0.00]
[1.16, -0.09, 0.68] -> [-4.44, -84.69, 41.38, -41.38, 0.00]
[-1.27, 1.4, 1.2] -> [132.21, -39.50, 88.92, -88.92, 0.00]
[-0.31, -1.43, 0.01] -> [-102.23, -84.79, 78.59, -78.59, 0.00]
[1.29, -1.17, 0.99] -> [-42.21, -51.96, 76.75, -76.75, 0.00]
[1.08, 0.69, 1.02] -> [32.57, -66.10, 46.02, -46.02, 0.00]
[0.63, 1.61, 0.87] -> [68.63, -56.21, 76.18, -76.18, 0.00]
[1.28, -1.49, 1.11] -> [-49.34, -39.60, 94.39, -94.39, 0.00]
[-0.16, -0.57, 1.23] -> [-105.68, -64.89, 7.75, -7.75, 0.00]
[-1.41, -1.1, 1.18] -> [-142.04, -43.81, 80.88, -80.88, 0.00]
[-0.83, 0.66, -1.05] -> [141.51, -87.96, 129.38, -129.38, 0.00]
[0.58, 1.99, 1.97] -> [73.75, -1.51, 126.83, -126.83, 0.00]
[-1.13, -0.32, 0.2] -> [-164.19, -96.84, 54.84, -54.84, 0.00]
[-0.53, -0.35, 1.75] -> [-146.56, -26.29, 27.94, -27.94, 0.00]
[0.65, -0.57, 0.32] -> [-41.25, -110.73, 34.91, -34.91, 0.00]
[-0.9, -0.14, -0.7] -> [-171.16, -106.23, 91.17, -91.17, 0.00]
[0.37, -0.55, 1.02] -> [-56.07, -83.59, 9.36, -9.36, 0.00]
[1.83, 1.35, 1.42] -> [36.42, -14.54, 129.99, -129.99, 0.00]
[1.05, 1.6, -0.24] -> [56.73, -60.04, 125.79, -125.79, 0.00]
[0.14, -1.21, 1.98] -> [-83.40, -19.06, 64.24, -64.24, 0.00]
[1.15, 1.22, -0.31] -> [46.69, -73.53, 108.95, -108.95, 0.00]
[-1.55, 1.32, 0.04] -> [139.58, -54.15, 122.20, -122.20, 0.00]
[-0.46, -0.06, -0.79] -> [-172.57, -123.05, 84.84, -84.84, 0.00]
[1.61, -0.09, 1.25] -> [-3.20, -46.72, 68.93, -68.93, 0.00]
[0.11, 0.35, -1.32] -> [72.55, -103.43, 135.16, -135.16, 0.00]
[-0.6, 0.96, -1.14] -> [122.01, -78.28, 147.68, -147.68, 0.00]
[-0.64, 0.19, -0.12] -> [163.47, -125.50, 47.40, -47.40, 0.00]
[-1.12, 0.36, 1.05] -> [162.18, -67.77, 39.60, -39.60, 0.00]
[1.0, 0.63, -0.21] -> [32.21, -99.11, 73.13, -73.13, 0.00]
[-0.46, -1.75, 0.77] -> [-104.73, -55.79, 82.91, -82.91, 0.00]
[0.67, -1.56, 1.49] -> [-66.76, -34.59, 78.62, -78.62, 0.00]
[-1.18, 0.17, 1.26] -> [171.80, -56.59, 42.21, -42.21, 0.00]
[1.04, -0.41, 0.11] -> [-21.52, -100.85, 55.35, -55.35, 0.00]
[-1.09, -1.44, -0.56] -> [-127.12, -60.22, 141.21, -141.21, 0.00]
[-0.64, -1.19, 1.16] -> [-118.27, -57.76, 50.97, -50.97, 0.00]
[0.53, 0.91, 1.51] -> [59.78, -44.58, 39.15, -39.15, 0.00]
[-0.88, 0.38, 0.24] -> [156.64, -107.21, 42.40, -42.40, 0.00]
[-1.47, -0.89, -0.61] -> [-148.81, -65.10, 136.07, -136.07, 0.00]
[-1.02, 0.05, -0.64] -> [177.19, -102.37, 91.45, -91.45, 0.00]
[0.67, 0.76, -0.5] -> [48.60, -105.04, 81.85, -81.85, 0.00]
[-1.94, -0.11, 1.73] -> [-176.75, -17.42, 103.97, -103.97, 0.00]
[-0.74, 1.75, -0.44] -> [112.92, -56.76, 140.79, -140.79, 0.00]
[-0.8, 0.77, 1.05] -> [136.09, -69.62, 35.61, -35.61, 0.00]
[1.94, 0.82, 1.27] -> [22.91, -28.43, 108.53, -108.53, 0.00]
[0.36, 1.86, -0.31] -> [79.05, -60.29, 128.75, -128.75, 0.00]
[1.39, 0.77, -0.87] -> [28.98, -61.96, 155.36, -155.36, 0.00]
[1.0, -1.24, 0.03] -> [-51.12, -78.30, 86.08, -86.08, 0.00]
[1.65, -1.56, 0.76] -> [-43.39, -32.95, 126.17, -126.17, 0.00]
[0.37, -2.0, 0.55] -> [-79.52, -50.14, 104.66, -104.66, 0.00]
[-1.23, 1.08, 1.49] -> [138.72, -36.16, 74.36, -74.36, 0.00]
[-1.33, 1.44, 0.06] -> [132.73, -58.80, 113.65, -113.65, 0.00]
[0.68, 0.13, -0.38] -> [10.82, -121.89, 62.93, -62.93, 0.00]
[0.32, 1.81, 0.94] -> [79.97, -49.84, 84.06, -84.06, 0.00]
[-0.61, 0.63, 0.39] -> [134.08, -108.32, 33.01, -33.01, 0.00]
[-1.39, -0.21, 0.38] -> [-171.41, -82.59, 62.42, -62.42, 0.00]
[0.48, -0.63, 1.96] -> [-52.70, -17.67, 43.71, -43.71, 0.00]
[1.02, 0.96, -0.54] -> [43.26, -85.45, 104.53, -104.53, 0.00]
[1.15, 1.76, 0.26] -> [56.84, -49.57, 119.63, -119.63, 0.00]
[-1.78, 1.67, 0.83] -> [136.83, -17.25, 153.48, -153.48, 0.00]
[1.25, -1.24, 0.73] -> [-44.77, -58.88, 79.68, -79.68, 0.00]
[1.83, -0.1, 1.6] -> [-3.13, -26.29, 91.16, -91.16, 0.00]
[0.66, 1.93, 0.95] -> [71.12, -41.03, 100.74, -100.74, 0.00]
[-0.12, -1.49, 1.23] -> [-94.60, -50.84, 60.82, -60.82, 0.00]
[1.53, 1.58, 1.92] -> [45.92, 3.09, 140.79, -140.79, 0.00]
[-1.83, -1.34, 0.98] -> [-143.79, -28.36, 124.29, -124.29, 0.00]
[0.57, 0.25, 0.97] -> [23.68, -89.23, 7.06, -7.06, 0.00]
[-0.7, -1.31, 0.2] -> [-118.12, -81.90, 72.81, -72.81, 0.00]
[0.35, 0.69, -0.9] -> [63.10, -106.97, 101.75, -101.75, 0.00]
[-0.36, 0.97, -0.16] -> [110.36, -106.45, 63.63, -63.63, 0.00]
[1.96, -0.29, 1.25] -> [-8.42, -34.35, 96.93, -96.93, 0.00]
[-1.95, -0.23, 0.72] -> [-173.27, -50.24, 95.75, -95.75, 0.00]
[-0.09, 0.33, -1.23] -> [105.26, -109.87, 122.81, -122.81, 0.00]
[-1.83, 0.96, 0.55] -> [152.32, -48.44, 107.70, -107.70, 0.00]
[-1.78, 0.61, -0.54] -> [161.08, -54.34, 149.92, -149.92, 0.00]
[1.08, 0.81, -0.7] -> [36.87, -84.89, 113.32, -113.32, 0.00]
[-1.37, -0.55, 0.89] -> [-158.13, -64.91, 58.71, -58.71, 0.00]
[-0.31, -0.64, 0.16] -> [-115.84, -122.27, 34.95, -34.95, 0.00]
[-1.48, 1.56, 0.66] -> [133.49, -42.00, 113.97, -113.97, 0.00]
[1.34, -1.61, -0.08] -> [-50.23, -49.10, 136.36, -136.36, 0.00]
[1.99, -0.53, -0.36] -> [-14.91, -43.72, 159.45, -159.45, 0.00]
[-1.27, 0.29, 0.01] -> [167.14, -92.62, 69.23, -69.23, 0.00]
[1.7, 1.05, 0.39] -> [31.70, -54.36, 105.23, -105.23, 0.00]
[-0.2, -1.41, 1.86] -> [-98.07, -23.29, 71.16, -71.16, 0.00]
[-0.29, 0.79, 1.48] -> [110.16, -46.74, 27.11, -27.11, 0.00]
[1.74, -1.11, 0.08] -> [-32.54, -52.40, 123.24, -123.24, 0.00]
[0.37, 0.28, -1.09] -> [37.12, -112.35, 110.26, -110.26, 0.00]
[-0.39, -1.97, 0.57] -> [-101.20, -51.11, 101.95, -101.95, 0.00]
[-1.05, 1.32, 1.89] -> [128.50, -17.47, 89.42, -89.42, 0.00]
[1.68, -1.39, 1.04] -> [-39.60, -31.76, 114.37, -114.37, 0.00]
[1.43, -0.96, 1.1] -> [-33.87, -48.90, 75.56, -75.56, 0.00]
[1.08, -1.81, -0.25] -> [-59.18, -43.44, 154.45, -154.45, 0.00]
[-0.82, 0.47, 1.16] -> [150.18, -67.14, 26.51, -26.51, 0.00]
[0.54, -0.03, -1.38] -> [-3.18, -91.19, 152.02, -152.02, 0.00]
[0.45, 0.53, 0.22] -> [49.67, -122.48, 31.62, -31.62, 0.00]
[-0.78, 1.17, 0.79] -> [123.69, -71.05, 54.89, -54.89, 0.00]
[1.56, -0.29, 1.08] -> [-10.53, -54.13, 65.96, -65.96, 0.00]
[-0.8, -1.22, 0.14] -> [-123.25, -83.88, 73.28, -73.28, 0.00]
[-0.56, -1.36, 0.6] -> [-112.38, -74.41, 61.61, -61.61, 0.00]
[1.25, 0.44, 1.6] -> [19.39, -37.13, 57.02, -57.02, 0.00]
[-0.22, -0.96, -0.55] -> [-102.91, -105.64, 83.86, -83.86, 0.00]
[1.44, 0.8, -0.51] -> [29.05, -72.36, 120.30, -120.30, 0.00]
[0.09, 1.91, 0.4] -> [87.30, -58.66, 97.53, -97.53, 0.00]
[-0.32, -0.28, 1.42] -> [-138.81, -42.55, 5.60, -5.60, 0.00]
[1.37, -0.2, 1.39] -> [-8.31, -46.29, 55.96, -55.96, 0.00]
[1.01, 1.97, 1.02] -> [62.86, -30.51, 117.95, -117.95, 0.00]
[-0.34, -1.1, -1.08] -> [-107.18, -81.20, 139.67, -139.67, 0.00]
[-1.43, 0.8, 1.61] -> [150.78, -30.96, 77.25, -77.25, 0.00]
[-0.99, 1.88, 1.22] -> [117.77, -29.20, 109.78, -109.78, 0.00]
[0.04, -0.26, 1.9] -> [-81.25, -3.65, 25.28, -25.28, 0.00]
[-1.31, 0.31, 1.2] -> [166.69, -56.05, 51.00, -51.00, 0.00]
[1.75, -1.71, 0.56] -> [-44.34, -16.98, 166.43, -166.43, 0.00]
[1.45, -0.75, 0.93] -> [-27.35, -57.91, 69.08, -69.08, 0.00]
[1.97, -0.79, 1.52] -> [-21.85, -18.81, 114.84, -114.84, 0.00]
[1.19, 1.4, 0.85] -> [49.64, -52.46, 84.41, -84.41, 0.00]
[-0.59, 1.03, 0.22] -> [119.80, -95.91, 54.80, -54.80, 0.00]
[0.59, 1.14, 0.92] -> [62.64, -70.42, 46.29, -46.29, 0.00]
[1.76, -0.56, 1.18] -> [-17.65, -41.76, 85.35, -85.35, 0.00]
[-0.37, 1.85, -0.47] -> [101.31, -56.86, 142.12, -142.12, 0.00]
[-0.82, -0.17, 1.19] -> [-168.29, -66.88, 20.66, -20.66, 0.00]
[1.88, -0.95, 0.91] -> [-26.81, -38.92, 107.06, -107.06, 0.00]
[-0.01, -1.79, -0.54] -> [-90.32, -62.17, 137.07, -137.07, 0.00]
[1.51, 1.03, 1.9] -> [34.30, -13.55, 100.47, -100.47, 0.00]
[-1.12, -0.89, -0.64] -> [-141.53, -81.96, 113.89, -113.89, 0.00]
[1.8, -0.19, 1.4] -> [-6.03, -34.94, 85.19, -85.19, 0.00]
[-0.76, -1.48, 0.2] -> [-117.18, -73.38, 84.60, -84.60, 0.00]
[1.34, 0.77, -0.19] -> [29.88, -81.10, 92.98, -92.98, 0.00]
[-0.19, 1.83, 0.15] -> [95.93, -65.04, 99.52, -99.52, 0.00]
[-0.18, 0.22, -1.24] -> [129.29, -111.25, 123.04, -123.04, 0.00]
[1.5, 1.19, -0.31] -> [38.43, -58.88, 131.00, -131.00, 0.00]
[0.57, 1.23, -0.37] -> [65.14, -89.77, 91.07, -91.07, 0.00]
[1.3, 1.62, 0.44] -> [51.25, -49.44, 111.31, -111.31, 0.00]
[0.89, -1.71, -0.31] -> [-62.50, -57.94, 132.52, -132.52, 0.00]
[-0.53, 0.9, 1.44] -> [120.49, -48.69, 36.92, -36.92, 0.00]
[-1.09, -1.04, -0.54] -> [-136.34, -79.82, 111.62, -111.62, 0.00]
[-1.1, 0.45, 0.4] -> [157.75, -92.22, 49.12, -49.12, 0.00]
[1.61, 0.46, -0.04] -> [15.95, -74.49, 94.71, -94.71, 0.00]
[-0.04, -0.62, 0.13] -> [-93.69, -127.94, 33.06, -33.06, 0.00]
[1.27, 0.25, 0.57] -> [11.14, -82.78, 51.18, -51.18, 0.00]
[0.61, 1.07, 1.44] -> [60.31, -46.52, 47.65, -47.65, 0.00]
[-1.54, 0.75, 1.25] -> [154.03, -43.71, 75.98, -75.98, 0.00]
[1.03, -0.53, 0.83] -> [-27.23, -78.75, 39.19, -39.19, 0.00]
[-1.9, 0.91, 0.98] -> [154.41, -37.09, 106.91, -106.91, 0.00]
[1.19, -0.26, 1.49] -> [-12.32, -44.10, 47.97, -47.97, 0.00]
[-0.28, -1.05, 0.1] -> [-104.93, -102.53, 54.19, -54.19, 0.00]
[-1.64, 1.07, 0.32] -> [146.88, -57.30, 103.71, -103.71, 0.00]
[0.51, 0.6, -0.7] -> [49.64, -111.77, 86.75, -86.75, 0.00]
[-1.13, 0.95, 1.63] -> [139.95, -33.35, 67.08, -67.08, 0.00]
[-0.2, -0.27, 0.06] -> [-126.53, -145.90, 28.85, -28.85, 0.00]
[0.9, 0.39, 1.77] -> [23.43, -29.94, 43.86, -43.86, 0.00]
[0.05, -0.1, -0.9] -> [-63.43, -132.07, 89.12, -89.12, 0.00]
[-1.12, 0.64, 1.53] -> [150.26, -41.09, 53.14, -53.14, 0.00]
[-1.63, -1.06, 1.72] -> [-146.96, -17.80, 103.75, -103.75, 0.00]
[-0.41, -0.74, 0.1] -> [-118.99, -115.20, 43.13, -43.13, 0.00]
[-0.83, 1.79, -0.0] -> [114.88, -58.01, 117.74, -117.74, 0.00]
[1.75, 1.13, 1.17] -> [32.85, -32.68, 105.32, -105.32, 0.00]
[-0.14, -0.85, 0.28] -> [-99.35, -111.75, 36.28, -36.28, 0.00]
[-1.36, 0.26, 1.54] -> [169.18, -39.15, 59.09, -59.09, 0.00]
[0.06, -1.74, 1.56] -> [-88.03, -30.53, 83.28, -83.28, 0.00]
[-0.52, 0.26, 0.85] -> [153.43, -101.59, 5.76, -5.76, 0.00]
[0.35, 0.51, -1.18] -> [55.54, -102.15, 124.02, -124.02, 0.00]
[1.5, -0.23, -0.87] -> [-8.72, -68.36, 145.16, -145.16, 0.00]
[-0.4, -1.24, 0.12] -> [-107.88, -91.61, 64.84, -64.84, 0.00]
[0.29, -0.3, -0.67] -> [-45.97, -128.33, 75.28, -75.28, 0.00]
[0.99, 0.68, 0.33] -> [34.48, -93.20, 51.91, -51.91, 0.00]
[1.64, 1.1, 1.01] -> [33.85, -42.20, 95.02, -95.02, 0.00]
[-1.38, -0.27, 0.3] -> [-168.93, -84.09, 64.74, -64.74, 0.00]
[-0.95, -0.57, 1.17] -> [-149.04, -63.19, 36.17, -36.17, 0.00]
[1.29, -0.47, 1.77] -> [-20.02, -28.23, 64.97, -64.97, 0.00]
[1.67, -1.38, 1.5] -> [-39.57, -17.50, 119.01, -119.01, 0.00]
[-0.88, -0.16, 1.97] -> [-169.70, -18.49, 48.37, -48.37, 0.00]
[-0.92, 1.56, 0.23] -> [120.53, -65.81, 94.44, -94.44, 0.00]
[-0.7, 0.45, 1.87] -> [147.26, -23.12, 41.21, -41.21, 0.00]
[1.11, -0.7, 1.32] -> [-32.24, -51.12, 50.35, -50.35, 0.00]
[-0.69, -1.5, 0.63] -> [-114.70, -66.05, 73.17, -73.17, 0.00]
[-1.38, 1.49, -0.09] -> [132.81, -53.74, 128.97, -128.97, 0.00]
[-1.32, 0.95, 0.68] -> [144.26, -65.77, 70.73, -70.73, 0.00]
[-1.64, -0.27, 1.16] -> [-170.65, -48.71, 71.59, -71.59, 0.00]
[0.1, -1.14, 0.42] -> [-84.99, -93.83, 46.09, -46.09, 0.00]
[1.12, -1.17, 0.89] -> [-46.25, -59.71, 68.35, -68.35, 0.00]
